query_en,query_zh,has_ai_overview,all_items,cited_sources,all_references,related_searches
what is herbal medicine,草药是什么,True,"['\u200c天然属性\u200c：草药来源于野生或人工种植的植物，通常保留植物原有的化学成分，如\u200c生物碱、黄酮类、挥发油\u200c等活性物质。', '\u200c多样性\u200c：不同植物部位（如人参的根、金银花的花）或制备方式（煎煮、研磨、泡制）会影响药效和应用场景。', '\u200c文化依赖性\u200c：草药的运用常基于\u200c地域传统医学理论\u200c，例如中医的“四气五味”或印度阿育吠陀的“三大能量平衡”。', '\u200c疾病治疗\u200c：', '\u200c养生保健\u200c：', '\u200c辅助疗法\u200c：', '\u200c有效性与研究\u200c：', '\u200c风险与禁忌\u200c：', '\u200c互补性\u200c：草药在慢性病调理、亚健康管理等领域具有独特优势，而现代医学更擅长急重症救治。', '\u200c产业化发展\u200c：', '\u200c辨证施治\u200c：遵循传统医学理论，避免盲目跟风（如“清热解毒”类草药不适合体寒者）。', '\u200c选择正规渠道\u200c：确保草药来源可靠，避免重金属污染或掺假问题。', '\u200c关注法规\u200c：各国对草药监管不同，例如欧盟要求传统草药产品注册（THMPD）以确保安全性。']",[],[],"['未来10大暴利药材种植', '草药有哪些', '中药知识', '药材图片', '中草药认识大全图片', '6000种中草药名称', '农村100种草药图片', '12000种中草药大全', '常见100种中药', '中医药材']"
traditional herbal medicine,传统草药,True,"['\u200c整体观念\u200c 中草药应用以“人与自然统一”为原则，认为疾病是内外环境失衡的结果。例如，夏季暑湿盛行时，常用\u200c藿香、佩兰\u200c等芳香化湿药，顺应季节特性调整用药。', '\u200c辨证论治\u200c 根据患者体质、症状差异，灵活配伍药物。如感冒分为风寒与风热证：风寒用\u200c麻黄、桂枝\u200c发散风寒，风热则用\u200c金银花、连翘\u200c清热解毒，体现“同病异治”原则。', '\u200c四气五味\u200c', '\u200c炮制与配伍\u200c 通过炮制（如炙、炒、蒸）降低毒性或增强药效。如生半夏有毒，经姜汁炮制后毒性减弱。配伍遵循“君臣佐使”原则，如\u200c四君子汤\u200c中人参为君药，白术为臣药，协同补气健脾。', '\u200c经典典籍\u200c', '\u200c现代研究\u200c 通过成分分析（如青蒿素从\u200c青蒿\u200c中提取）与临床试验验证药效，推动中西医结合。例如，\u200c丹参\u200c中的丹参酮被证实可改善心血管微循环。', '\u200c个体化用药\u200c 需结合患者体质、病程调整剂量。例如，老年人气血虚弱，补益药需减量缓补，避免“虚不受补”。', '\u200c配伍禁忌\u200c', '\u200c可持续发展\u200c 部分野生药材（如\u200c冬虫夏草\u200c）因过度采挖濒危，需通过人工培育、替代品研究实现资源保护。']",[],[],"['700种中草药', '草药有哪些', '七草药', '中医中药知识大全', '中药材yanfu', '中药材大全', '西方草药', '中草药大全名单', '认识中草药', '国外有草药吗']"
herbal medicine near me,附近中药店,False,,,,"['离我最近的中药店', '附近500米中药店', '哪里可以帮忙熬中药', '上海中药店一览表', '附近中药店铺地址在哪里', '附近有中药房吗在哪里', '附近的老中医', '附近的中医馆', '中药店', '附近的中药店大药房']"
acupuncture,针灸,False,,,,"['中医针灸课程', '针灸疼吗', '针灸的作用与功效', '小针刀的危害和副作用', '颈椎一般需要针灸几次', '针灸多长时间一次最好', '鬼门13针哪家医院最可靠', '针灸的好处和坏处', '小针刀做一次多少钱', '针灸视频']"
acupuncture herbal medicine,针灸中药,True,"['\u200c药材分类\u200c：包括植物药（如黄芪、当归）、动物药（如地龙）、矿物药（如石膏），需根据四气五味（寒热温凉、辛甘酸苦咸）配伍。', '\u200c配伍原则\u200c：遵循“君臣佐使”理论，主药（君）针对主症，辅药（臣）增强疗效，佐使药缓解毒性或引导药效。', '\u200c剂型多样\u200c：汤剂、丸剂、散剂、膏方等，需根据病情和体质选择。', '\u200c适应症\u200c：慢性胃炎、月经不调、免疫力低下等，需\u200c遵医嘱\u200c使用，避免自行用药。', '\u200c经络与穴位\u200c：人体有12正经、奇经八脉及数百穴位，如足三里（调理脾胃）、合谷（缓解头痛）。', '\u200c刺激方式\u200c：毫针、艾灸、电针等，通过补法（虚弱证）或泻法（实证）调整气血。', '\u200c适应症\u200c：颈椎病、失眠、中风后遗症等，对急性扭伤、神经痛起效较快。', '\u200c内外兼治\u200c：中药内服调理脏腑，针灸外治疏通经络，常用于\u200c痛经\u200c（中药温经散寒+针灸三阴交）、\u200c肩周炎\u200c（中药活血化瘀+针灸局部取穴）。', '\u200c慢性病管理\u200c：如糖尿病、高血压，需长期配合生活方式调整。', '\u200c中药禁忌\u200c：部分药材有毒性（如附子），需规范煎煮；孕妇忌用活血化瘀类中药。', '\u200c针灸禁忌\u200c：凝血障碍、皮肤感染者不宜针刺；过度饥饿或疲劳时慎用。', '\u200c个体差异\u200c：疗效与体质、病程相关，需经中医师辨证后制定方案。']",[],[],"['中药注射剂被国家禁止了吗2025', '针灸', '中医针灸是什么原理治病的', '针灸和中药哪个更有效', '针灸与中药哪个效果好', '喝中药可以针灸吗', '针灸在中医中的作用', '扎针和喝中药不冲突吧', '中药和针灸哪个见效快', '针灸中药进穴位']"
herbal medicine school,中医药学校,True,"['\u200c本科层次：中医药大学\u200c。这是中医药高等教育的核心力量，主要开展本科及以上学历教育。截至2025年，全国共有20多所独立设置的中医药大学，基本遵循“一省一校”的布局原则，例如北京中医药大学、上海中医药大学、南京中医药大学等。这些院校学科体系完整，拥有本、硕、博乃至博士后流动站的全链条人才培养能力。\u200c\u200c1百科', '\u200c专科层次：中医药高等专科学校\u200c。这类学校属于高职高专院校，主要培养应用型、技能型的中医药专门人才。例如\u200c安徽中医药高等专科学校\u200c，前身为1960年创建的芜湖市中医学校，于2002年升格，是一所全日制公办普通高等职业院校。类似的还有\u200c山东中医药高等专科学校\u200c，由1957年的莱阳专区中医进修班发展而来，2004年升格为专科学校。\u200c它们在软科2025年全国中医药高职院校排名中位列前茅，展现了较强的办学实力\u200c。\u200c\u200c', '\u200c主干专业\u200c：主要包括\u200c中医学类\u200c和\u200c中药学类\u200c两大专业门类。具体专业有中医学、针灸推拿学、中药学、中药制药等，这些是传承和发展中医药学的根基。\u200c\u200c1百科', '\u200c特色与拓展\u200c：许多院校还设有中医康复学、中医养生学、中医骨伤科学等特色专业，以适应社会对健康服务的多元化需求。专科院校则更侧重于职业技能培养，例如安徽中医药高等专科学校开设了中医、护理、口腔医学等30个高职专科专业，并拥有国家级骨干专业。\u200c\u200c1百科', '\u200c院校实力与排名\u200c：在本科层面，北京、上海、南京、广州等地的中医药大学是传统的优势院校，多为国家“双一流”建设高校。在专科层面，可参考具有公信力的高职院校排名，例如安徽中医药高等专科学校在2025年软科排名中位列全国中医药类高职第一。\u200c\u200c\u200c', '\u200c地域与资源\u200c：院校所在地往往决定了其临床实践资源、科研方向和就业辐射范围。例如，位于安徽芜湖的安徽中医药高等专科学校，拥有市中医医院和市口腔医院两所附属医院，为学生提供了丰富的实践平台。\u200c\u200c', '\u200c个人规划与兴趣\u200c：\u200c明确个人职业规划是选择的关键\u200c。如果致力于深入学术研究或成为高级临床医师，应优先考虑本科乃至研究生教育；如果希望尽快掌握实用技能并就业，优质的高等专科学校也是很好的选择，其毕业去向落实率常年保持较高水平。\u200c\u200c']",[],"[{'title': '中医药大学', 'link': 'https://baike.baidu.com/item/中医药大学/3023201', 'source': '百度百科'}, {'title': '安徽中医药高等专科学校', 'link': 'http://baike.baidu.com/item/%E5%AE%89%E5%BE%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E9%AB%98%E7%AD%89%E4%B8%93%E7%A7%91%E5%AD%A6%E6%A0%A1/512011', 'source': '百度百科'}, {'title': '学校简介', 'link': 'https://www.sdctcm.edu.cn/index.php/index/introduce.html', 'source': '山东中医药高等专科学校官网'}, {'title': '学校概况 ', 'link': 'https://www.ahzyygz.edu.cn/page/81', 'source': '安徽中医药高等专科学校'}, {'title': '2026中国十大中医药大学排名出炉!北京中医药大学蝉联榜首', 'link': 'https://baijiahao.baidu.com/s?id=1865031966223252796&wfr=spider&for=pc', 'source': '高考'}, {'title': '全国中医药大学全部排名一览表汇总(2025参考)', 'link': 'https://mp.weixin.qq.com/s?__biz=MzAxOTUyODEwNA==&mid=2652356821&idx=1&sn=4b0c0cf66060c0705a6c7dc9ca3d33b6&chksm=8127b0a204aed9d9aaca0a776817182d10579eccd6b240d5d96da1343f79a0f6fa4d29da0689&scene=27', 'source': '天津中医药大学'}]","['有初中生直接学中医的吗', '初中生可以上的中医学校', '中医学校有哪些', '中专中医专业学校', '湖北中医药大学成人教育招生简章', '学中医的最后都干嘛了', '中医师承费用一般多少', '初中毕业能学医的学校', '花了1万多考中医专长', '中医康复学']"
herbal tea,草药茶,True,"['\u200c清热类\u200c：如菊花茶（疏散风热）、金银花茶（清热解毒），适合夏季或上火人群。', '\u200c安神类\u200c：洋甘菊茶（舒缓焦虑）、酸枣仁茶（改善睡眠），需避免长期过量饮用。', '\u200c调理脾胃类\u200c：陈皮茶（理气健脾）、生姜茶（驱寒暖胃），空腹时慎用。', '\u200c体质差异\u200c：寒性体质者慎用薄荷、金银花等凉性草药；热性体质者少饮肉桂、生姜等温性茶饮。', '\u200c禁忌人群\u200c：孕妇、哺乳期女性、儿童及慢性病患者需遵医嘱；部分草药可能与药物相互作用（如银杏叶与抗凝血药）。', '\u200c冲泡方法\u200c：沸水浸泡5-10分钟，草本类时间宜短，根茎类可适当延长；避免反复煎煮导致成分变质。', '\u200c日常保健\u200c：可搭配枸杞、红枣等温和食材，作为补水或调节饮食的辅助方式。', '\u200c误区提醒\u200c：', '\u200c原料选择\u200c：优先选用无农药残留、干燥度均匀的原料，混合配方建议参考权威典籍。', '\u200c储存方式\u200c：密封避光保存，避免受潮霉变；草本类建议3个月内用完。']",[],[],"['种艾叶一亩可赚多少钱', '肾精茶的功效与作用', '中药养生茶配方大全', '云南十大名贵中草药', '儿童开窍益智的中药', '中国凉茶', '广东凉茶的配方', '飞机打多了喝什么茶能补', '中药和茶可以一起喝吗', '大解果的功效与作用']"
what is abortion,什么是人工流产,False,,,,"['怀孕药流和人流的区别', '不孕不育预留手机号', '大月份引产医院', '药流受罪还是人流受罪', '引产手术需要多少费用', '一般建议药流还是人流', '人流需要家属签字么', '无痛人流能走医保吗', '无痛人流手术费多少钱', '上午人流下午就上班了']"
abortion clinic,人工流产诊所,False,,,,"['私人人流医院妇产科', '正规医院打掉孩子流程', '私立医院人流花了8000多', '附近妇科人流诊所', '怎么样是找私人诊所引产', '意外妊娠人流手术医院方便患者', '成都私立医院引产', '天津有哪些小诊所可以快速的做引产', '私人医院做人流', '私立医院做引产']"
abortion laws,人工流产法律,False,,,,"['现在人流犯法吗', '怀孕打掉犯法吗', '歌手2026庾澄庆被淘汰', '张碧晨回应被说跑调', '“闽超”泉州vs南平', '山西沁源煤矿事故致8人死亡', '中方回应美将在日本部署堤丰', '特朗普拟建凯旋门 方案获批', '窦靖童回应那英从头哭到尾', '伊朗称正在争取合法权利']"
planned parenthood,计划生育,True,"['\u200c思想萌芽与初步探索（20世纪50-60年代）\u200c：计划生育的理念在新中国成立初期被提出。1953年第一次人口普查后，人口快速增长引起关注，邓小平、刘少奇、周恩来等党和国家领导人先后指示或倡导节制生育。经济学家马寅初在1957年发表《新人口论》，系统阐述了控制人口的理论。\u200c\u200c\u200c', '\u200c全面推行与政策成形（20世纪70年代）\u200c：为控制人口过快增长，1971年国务院批转《关于做好计划生育工作的报告》，标志着计划生育在全国范围内的全面实施。1973年提出了“晚（晚婚）、稀（生育间隔）、少（少生）”的政策。\u200c1978年，“国家提倡和推行计划生育”被写入《中华人民共和国宪法》\u200c，确立了其法律地位。\u200c\u200c\u200c', '\u200c定为基本国策与严格执行（20世纪80年代-21世纪初）\u200c：\u200c1982年9月，计划生育被确立为基本国策，同年12月写入宪法\u200c。1980年，中共中央发表《关于控制我国人口增长问题致全体共产党员、共青团员的公开信》，提倡“一对夫妇只生育一个孩子”。\u200c2001年，《中华人民共和国人口与计划生育法》颁布，自2002年9月1日起施行，使计划生育工作全面纳入法治轨道\u200c。\u200c\u200c1百科\u200c', '\u200c政策调整与优化（21世纪10年代至今）\u200c：为适应人口发展新形势，计划生育政策进入持续调整阶段。', '\u200c现行法律核心规定\u200c：根据2021年修订的《中华人民共和国人口与计划生育法》，\u200c国家提倡适龄婚育、优生优育，一对夫妻可以生育三个子女\u200c。国家采取综合措施，调控人口数量，提高人口素质，\u200c推动实现适度生育水平，优化人口结构，促进人口长期均衡发展\u200c。', '\u200c公民权利与义务\u200c：公民有生育的权利，也有依法实行计划生育的义务。国家坚持以\u200c避孕为主\u200c的计划生育方针，保障公民知情选择安全、有效、适宜的避孕节育措施。', '\u200c奖励与社会保障\u200c：国家建立、健全基本养老保险、基本医疗保险、生育保险和社会福利等社会保障制度，促进计划生育。符合法律法规规定生育子女的夫妻，可以获得延长生育假的奖励或者其他福利待遇。', '\u200c技术服务与禁止行为\u200c：国家建立健全计划生育技术服务网络，为育龄人群提供咨询、指导和技术服务。法律明确禁止\u200c非法进行计划生育手术\u200c，以及\u200c利用技术手段进行非医学需要的胎儿性别鉴定或选择性别的人工终止妊娠\u200c。\u200c\u200c']","[{'title': '计划生育', 'link': 'https://baike.baidu.com/item/计划生育/608369', 'source': '百度百科'}]","[{'title': '计划生育', 'link': 'https://baike.baidu.com/item/计划生育/608369', 'source': '百度百科'}, {'title': '中华人民共和国人口与计划生育法', 'link': 'https://www.nhc.gov.cn/fzs/c100048/202303/fbbf58febae1445f820648195eab70be.shtml', 'source': '中华人民共和国国家卫生健康委员会'}, {'title': '新中国计划生育工作的发展历程 ', 'link': 'http://www.jxwy.gov.cn/wyxwjw/zwdt/201507/cd0e58ba01d14268805c1243093a32a4.shtml', 'source': '婺源县人民政府'}, {'title': '计划生育是谁提出来的?哪年执行的', 'link': 'https://baijiahao.baidu.com/s?id=1823594073926430449&wfr=spider&for=pc', 'source': '深圳刘律师'}, {'title': '计划生育是谁提出来的?哪年执行的', 'link': 'https://baijiahao.baidu.com/s?id=1831289903447995408&wfr=spider&for=pc', 'source': '导师飞哥'}, {'title': '计划生育究竟谁提出的?哪年执行?政策解读,这些细节鲜为人知!', 'link': 'https://baijiahao.baidu.com/s?id=1835886324209517108&wfr=spider&for=pc', 'source': '导师飞哥'}, {'title': '中华人民共和国人口与计划生育法', 'link': 'http://baike.baidu.com/item/%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E4%BA%BA%E5%8F%A3%E4%B8%8E%E8%AE%A1%E5%88%92%E7%94%9F%E8%82%B2%E6%B3%95/7615391', 'source': '百度百科'}, {'title': '单独二孩', 'link': 'https://baike.baidu.com/item/单独二孩/12629395', 'source': '百度百科'}, {'title': '中华人民共和国人口与计划生育法(2015修正)', 'link': 'https://baike.baidu.com/item/中华人民共和国人口与计划生育法（2015修正）/22385551', 'source': '百度百科'}]","['计划生育抓人结扎', '计划软件', '超生拆房是谁的指示', '搞计划生育害惨了中国', '我44岁生了三胎后感受', '恢复计生开除公职人员', '计划生育证在哪里办', '计划生育的四个罪魁祸首', '计生被开除人员补贴', '体制内生4胎会什么样']"
planned parenthood abortion,计划生育手术,True,"['\u200c早孕终止（孕周≤10周）\u200c', '\u200c中期妊娠引产（孕周＞10周）\u200c', '\u200c宫内节育器（IUD）放置/取出\u200c', '\u200c输卵管结扎术（女性绝育）\u200c', '\u200c输精管结扎术（男性绝育）\u200c', '\u200c术后异常出血或感染\u200c', '\u200c节育器异位或嵌顿\u200c', '\u200c未婚女性或青少年\u200c：部分医院设青少年门诊保护隐私，但手术流程与常规一致。', '\u200c瘢痕子宫妊娠\u200c：需由\u200c产科或高危计划生育门诊\u200c评估风险，避免子宫破裂。', '\u200c反复流产或避孕失败\u200c：建议挂\u200c妇科或生殖医学科\u200c排查内分泌或解剖异常。']",[],[],"['试管婴儿哪家医院做的最好', '结扎手术预约', '女人结扎的图片', '计划生育抓人结扎', '怎么申请精子库精子人工授精', '广州最出名试管医院', '成都试管婴儿费用大概要多少钱', '48岁结扎20年还会怀孕吗', '三代试管费用和成功率', '重庆北部妇产医院']"
medical abortion,药物流产,False,,,,"['药流对身体的伤害有哪些', '药物人流最佳时间是什么时候', '药流好,还是人流好', '药流网上购买', '人流药流的药是什么名字', '药流需要家长签字吗', '药流可以自己在家流吗', '药流可以不住院吗', '早孕药流最佳时间', '怀孕了不想要多少天打掉是最佳时间']"
what is an abortion,人工流产是什么,False,,,,"['无痛人流手术费多少钱', '怀孕了吃什么药能流掉', '无痛人流能走医保吗', '引产手术需要多少费用', '人流需要家属签字么', '大月份引产医院', '无痛人流一般几分钟', '非米酮片多少钱一盒', '人流可以一个人去吗', '药流受罪还是人流受罪']"
supreme court abortion,最高法院堕胎裁决,False,,,,"['第二修正案最高法院裁决', '美国最高法院可以推翻先前的裁决', '法院判决书', '关于终止妊娠的法律规定', '美国最高法院在哪儿', '美国最高法院裁决什么样的案例', '美国最高法院官网', '美国最高法院判例最新', '最高法院和联邦法院', '美国最高法院经典案件']"
abortion pill online,网上购买堕胎药,False,,,,"['人流药在线购买', '药流对身体伤害', '药流多少钱', '买药网', '药流注意事项', '怎样网上买药', '快速网上买药怎么买', '网上买药靠谱吗', '吃堕胎药会痛吗', '堕胎药的危害性多大']"
abortion meaning,流产的含义,True,"['\u200c自然流产\u200c：指在没有人为干预的情况下，因胚胎自身染色体异常、母体内分泌失调、子宫结构异常或免疫问题等原因，身体主动终止妊娠。其中，早期流产大多与胚胎的“优胜劣汰”有关。', '\u200c人工流产\u200c：指因意外妊娠、母体健康状况不允许继续怀孕或胎儿确诊严重畸形等情况，通过医学手段主动结束妊娠。人工流产必须在正规医疗机构进行，通常分为在医生指导下服用特定药物的药物流产，以及利用负压吸引等方式完成的手术流产，严禁自行用药。', '\u200c阴道异常出血\u200c：出现鲜红色或暗红色的出血，量可从少量血丝到超过月经量。', '\u200c下腹疼痛\u200c：感到持续性的下腹坠痛、腰酸或一阵一阵的宫缩样疼痛。', '\u200c排出组织物\u200c：若发现血块中混有肉样组织物，应保留样本带给医生检查，这对明确诊断很有帮助。']",[],[],"['怀孕31周可以打掉孩子吗', '三个多月的孩子可以打掉吗', '人流后6天没忍住同房了', '怀孕全过程记录', '女方未经男方同意打掉孩子', '做引产最快几个小时掉', '女人一生能承受几次人流', '同房后多久流出来才不会影响受孕', '怀了外面男人的孩子怎么办', '三人同房会不会怀双胞胎']"
the hiv,艾滋病毒,False,,,,"['梅毒免费24小时咨询', 'hpv初期小红点照片', '男性怎么判断自己得性疾病了', '梅毒小红点早期图', '女生感染hpv初期症状', '男性hpv感染有什么表现', '一次高危不必过于担心感染', '口会传染hpv病毒吗', '高危第二天马上有症状出现了', '男性早期梅毒图片']"
what hiv,什么是艾滋,True,"['\u200c血液传播\u200c：输入含病毒的血液或血液制品、共用针具等。', '\u200c性传播\u200c：无保护性行为（包括同性或异性）导致体液交换。', '\u200c母婴传播\u200c：感染HIV的母亲可能通过胎盘、分娩或哺乳传染给婴儿。', '\u200c急性感染期\u200c（感染后2-4周）：可能出现发热、咽痛、皮疹等类似流感症状，但部分人无症状。', '\u200c无症状期\u200c（潜伏期）：持续数年甚至超过10年，患者看似健康，但病毒持续复制。', '\u200c艾滋病期\u200c：CD4+T细胞计数低于200/μL，出现严重感染（如肺孢子菌肺炎）、恶性肿瘤（如卡波西肉瘤）或其他并发症。', '\u200c安全性行为\u200c：正确使用质量合格的安全套，减少性伴侣数量。', '\u200c避免血液暴露\u200c：不共用针具，确保医疗操作使用消毒器械。', '\u200c母婴阻断\u200c：感染HIV的孕妇需通过抗病毒治疗降低母婴传播风险。', '\u200c暴露后预防（PEP）\u200c：高危行为后72小时内服用抗病毒药物，降低感染概率。', '\u200c定期检测\u200c：高危人群应主动进行HIV抗体筛查，早发现早干预。', '\u200c消除歧视\u200c：HIV感染者享有平等就医、就业等权利，日常接触不会传播病毒。', '\u200c及时就医\u200c：感染后需尽早启动治疗，定期监测CD4+T细胞和病毒载量。', '\u200c全球防控\u200c：2022年全球约3900万人携带HIV，通过国际合作和科学防治，新发感染率已显著下降。']",[],[],"['梅毒免费24小时咨询', '什么是hpv是什么意思啊', '什么是梅毒', '男性怎么判断自己得性疾病了', '男性hlv感染有什么表现', '几种行为没必要恐艾', '男性早期梅毒图片', '恐艾专家告诉你什么才算是高危', '什么是乙肝', '高危24小时阻断药在哪买']"
what is hiv,艾滋病是什么,True,"['病毒会寄生在CD4细胞内不断复制，导致细胞大量死亡。', '随着CD4细胞数量持续下降，人体的免疫力会从削弱走向崩溃。', '此时，一些平时对健康人毫无威胁的细菌、病毒或真菌，就能轻易引发致命的感染或肿瘤。', '\u200c窗口期：\u200c 感染后的2-4周内，部分人会出现类似感冒的症状，如发热、咽痛、淋巴结肿大等，但此时检测可能查不出来。', '\u200c无症状期：\u200c 此阶段可持续数年至十数年。感染者可能没有任何不适，但体内的病毒仍在持续复制，免疫系统也在不断受损。', '\u200c艾滋病期：\u200c 这是感染的最终阶段。当CD4细胞降到极低水平，患者会出现持续发热、盗汗、严重腹泻、体重急剧下降，以及各种机会性感染和肿瘤。', '\u200c三大传播途径为：\u200c 性接触传播、血液传播、母婴传播。', '\u200c日常接触不传播：\u200c 拥抱、握手、共同进餐、共用办公用品以及在蚊虫叮咬都不会传播。', '\u200c目前虽无法根治，但已是可控的慢性病。\u200c 通过规范的抗病毒治疗，感染者可以抑制体内病毒，重建免疫力，能够正常工作和生活，且几乎不具传染性。']",[],[],"['梅毒免费24小时咨询', '男性怎么判断自己得性疾病了', '女生感染hpv初期症状', '梅毒是什么', '男性hlv感染有什么表现', 'hpv是什么病毒?', '男性早期梅毒图片', '干什么事才会得艾滋病', '艾滋病的图片', '女人艾滋病最明显特征']"
aids,艾滋病,True,"['\u200c三大核心传播途径\u200c：', '\u200c日常接触安全区\u200c：', '\u200c急性期与全身反应\u200c：', '\u200c晚期警示信号\u200c：', '\u200c紧急阻断措施\u200c：', '\u200c检测与治疗建议\u200c：']","[{'title': '艾滋病', 'link': 'https://baike.baidu.com/item/艾滋病/236590', 'source': '百度百科'}]","[{'title': '艾滋病', 'link': 'https://baike.baidu.com/item/艾滋病/236590', 'source': '百度百科'}, {'title': '一直当过敏治的皮疹竟是艾滋?医生叹息:别被这个“假象”拖垮,看懂这个特征才是照妖镜', 'link': 'https://baijiahao.baidu.com/s?id=1864689324700105567&wfr=spider&for=pc', 'source': '刘星星医生健康科普'}, {'title': '艾滋病的传染途径有哪些', 'link': 'https://m.fh21.com.cn/article/view/832417.html', 'source': '复禾健康'}, {'title': '艾滋病的传播途径是什么,怎么办?', 'link': 'https://mip.mfk.com/ask/469721.shtml', 'source': '张雅莉'}, {'title': '以为避开了高危行为就绝对安全?这5个关于艾滋病的“常识”大错特错,很多人蒙在鼓里直到确诊才后怕', 'link': 'https://baijiahao.baidu.com/s?id=1864457620056446109&wfr=spider&for=pc', 'source': '普外科小贾医生'}, {'title': '艾滋病传染途径有哪些?', 'link': 'https://mip.mfk.com/ask/10846451.shtml', 'source': '蒋卫民'}]","['男生怎么判断自己得了性疾病', '梅毒小红点早期图', '女生感染hpv初期症状', '男性hpv会自愈吗', '男性hpv感染有什么表现', '梅毒的丁丁照片', '一次高危不必过于担心感染', '什么样的小红点是梅毒', '女性梅毒一般寿命多长', '男性早期梅毒图片']"
hiv aids,艾滋病毒感染,False,,,,"['男性hpv感染有什么表现', '梅毒前期小红点图片', '男性怎么判断自己得性疾病了', '感染梅毒40年自己都不知道', 'hpv是怎么感染上的', '消除恐艾心理100问', '高危第二天马上有症状出现了', '口会传染hpv病毒吗', '男性早期梅毒图片', '梅毒过了45岁就不会转阴吗']"
hiv symptoms,艾滋病症状,True,"['\u200c出现时间\u200c：通常在感染病毒后的\u200c2 至 4 周内\u200c出现 。\u200c\u200c\u200c', '\u200c具体表现\u200c：', '\u200c持续时间\u200c：这些症状通常比较轻微，持续\u200c1 至 3 周后可自行缓解\u200c，很容易被误认为是普通感冒或流感 。\u200c\u200c\u200c', '\u200c特别注意\u200c：约有一半的感染者在这个阶段\u200c没有任何明显症状\u200c，且症状缺乏特异性，不能作为判断依据 。\u200c\u200c\u200c', '\u200c持续时间\u200c：急性期过后，会进入一个漫长的无症状期，可持续\u200c6 至 10 年甚至更久\u200c。\u200c\u200c\u200c', '\u200c身体状态\u200c：', '\u200c潜在风险\u200c：虽然没症状，但病毒仍在体内持续复制，免疫系统在缓慢受损，且\u200c具有传染性\u200c，是疾病传播的主要时期 。\u200c\u200c\u200c', '\u200c进入标志\u200c：当免疫系统受到严重破坏，CD4 细胞计数显著下降时进入此期 。\u200c\u200c\u200c', '\u200c全身消耗\u200c：', '\u200c严重感染\u200c：极易发生平时不易得的感染，如肺孢子菌肺炎（呼吸困难、干咳）、口腔念珠菌病（鹅口疮）、肺结核、隐球菌脑膜炎等 。\u200c\u200c1百科\u200c', '\u200c肿瘤风险\u200c：罹患某些恶性肿瘤的风险增加，如卡波西肉瘤（皮肤紫红色斑块）、淋巴瘤等 。\u200c\u200c\u200c']","[{'title': '艾滋病', 'link': 'http://baike.baidu.com/item/%E8%89%BE%E6%BB%8B%E7%97%85/236590', 'source': '百度百科'}]","[{'title': '艾滋病', 'link': 'http://baike.baidu.com/item/%E8%89%BE%E6%BB%8B%E7%97%85/236590', 'source': '百度百科'}, {'title': '艾滋病有啥症状', 'link': 'https://www.bohe.cn/article/view/4sm1smaf2kakw2s.html', 'source': '博禾医生'}, {'title': '感染艾滋病有什么样的症状', 'link': 'https://www.bohe.cn/article/view/9ok8m3vr7ko8ccj.html', 'source': '博禾医生'}, {'title': '艾滋病初期症状', 'link': 'https://www.bohe.cn/article/view/76697.html', 'source': '石军'}, {'title': '一些会感染艾滋的高危性行为!要当心', 'link': 'https://baijiahao.baidu.com/s?id=1865163489098351186&wfr=spider&for=pc', 'source': '新浪财经'}, {'title': '得了艾滋病症状有哪些', 'link': 'https://www.bohe.cn/article/view/4f14w4c6qkqyahs.html', 'source': '博禾医生'}, {'title': '艾滋病所表现的症状为', 'link': 'https://www.bohe.cn/article/view/s4qui28exkqidok.html', 'source': '博禾医生'}, {'title': '艾滋病的症状有那些', 'link': 'https://www.bohe.cn/article/view/7jdq2789ak2cin1.html', 'source': '博禾医生'}, {'title': '了解艾滋病传播风险与科学防护指南', 'link': 'https://stock.10jqka.com.cn/20260514/c676699171.shtml', 'source': '同花顺'}, {'title': '艾滋病分期标准及临床表现', 'link': 'https://www.mfk.com/ask/12331585.shtml', 'source': '民福康'}, {'title': '艾滋病有什么症状', 'link': 'https://www.bohe.cn/article/view/119530.html', 'source': '侯凤琴'}, {'title': '艾滋病会有些什么症状', 'link': 'https://www.bohe.cn/article/view/7mjgti1afk30p2j.html', 'source': '博禾医生'}, {'title': '得艾滋病的症状是什么', 'link': 'https://www.bohe.cn/article/view/101423.html', 'source': '石军'}, {'title': '艾滋病症状分期有什么', 'link': 'https://www.bohe.cn/article/view/3f6vt112kk1vqn7.html', 'source': '博禾医生'}, {'title': '得了艾滋病有什么症状', 'link': 'https://www.bohe.cn/article/view/127963.html', 'source': '原庆'}, {'title': '如果得了艾滋病会有什么症状', 'link': 'https://www.bohe.cn/article/view/hxnhz79f2k7g3k3.html', 'source': '博禾医生'}]","['梅毒免费24小时咨询', 'hpv初期小红点照片', '男性怎么判断自己得性疾病了', '梅毒小红点早期图', '女生感染hpv初期症状', '男性得了性疾病图片', '女人得了性疾病有哪些症状', '消除恐艾心理100问', '怎么判断自己中了梅毒', '男性hlv感染有什么表现']"
